[0.000000] (-) TimerEvent: {}
[4.415719] (-) TimerEvent: {}
[4.515664] (robot_scheduling_actions) StdoutLine: {'line': b'[100%] Built target robot_scheduling_actions_node\n'}
[4.515861] (-) TimerEvent: {}
[4.550366] (robot_scheduling_actions) StdoutLine: {'line': b'\x1b[36mInstall the project...\x1b[0m\n'}
[4.564629] (robot_scheduling_actions) StdoutLine: {'line': b'-- Install configuration: ""\n'}
[4.564804] (robot_scheduling_actions) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_actions/lib/pkgconfig/robot_scheduling_actions.pc\n'}
[4.565015] (robot_scheduling_actions) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_actions/share/robot_scheduling_actions/cmake/robot_scheduling_actionsConfig.cmake\n'}
[4.565123] (robot_scheduling_actions) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_actions/share/robot_scheduling_actions/cmake/robot_scheduling_actionsConfig-version.cmake\n'}
[4.565218] (robot_scheduling_actions) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_actions/share/robot_scheduling_actions/package.xml\n'}
[4.565352] (robot_scheduling_actions) StdoutLine: {'line': b'-- Installing: /home/handsome/ros_ws_test/install/robot_scheduling_actions/lib/robot_scheduling_actions/robot_scheduling_actions_node\n'}
[4.566766] (robot_scheduling_actions) StdoutLine: {'line': b'-- Set runtime path of "/home/handsome/ros_ws_test/install/robot_scheduling_actions/lib/robot_scheduling_actions/robot_scheduling_actions_node" to ""\n'}
[4.566922] (robot_scheduling_actions) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_actions/share/robot_scheduling_actions/launch\n'}
[4.567019] (robot_scheduling_actions) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_actions/share/robot_scheduling_actions/launch/robot_scheduling_action.launch\n'}
[4.567218] (robot_scheduling_actions) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_actions/share/robot_scheduling_actions/config\n'}
[4.567372] (robot_scheduling_actions) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_actions/share/robot_scheduling_actions/config/scheduling_params.yaml\n'}
[4.567469] (robot_scheduling_actions) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_actions/include/robot_scheduling_actions\n'}
[4.567557] (robot_scheduling_actions) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_actions/include/robot_scheduling_actions/public_actions\n'}
[4.567648] (robot_scheduling_actions) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_actions/include/robot_scheduling_actions/public_actions/db_process_action.h\n'}
[4.567733] (robot_scheduling_actions) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_actions/include/robot_scheduling_actions/public_actions/function_run_action.h\n'}
[4.567817] (robot_scheduling_actions) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_actions/include/robot_scheduling_actions/public_actions/worksheetrun_action.h\n'}
[4.567903] (robot_scheduling_actions) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_actions/include/robot_scheduling_actions/public_actions/pose_move_to_action.h\n'}
[4.567986] (robot_scheduling_actions) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_actions/include/robot_scheduling_actions/public_actions/undock_to_action.h\n'}
[4.568068] (robot_scheduling_actions) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_actions/include/robot_scheduling_actions/public_actions/self_turn_action.h\n'}
[4.568151] (robot_scheduling_actions) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_actions/include/robot_scheduling_actions/public_actions/time_wait_action.h\n'}
[4.568234] (robot_scheduling_actions) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_actions/include/robot_scheduling_actions/public_actions/turn_pid.h\n'}
[4.568317] (robot_scheduling_actions) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_actions/include/robot_scheduling_actions/public_actions/pose_recognize_action.h\n'}
[4.568435] (robot_scheduling_actions) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_actions/include/robot_scheduling_actions/public_actions/dock_to_action.h\n'}
[4.568558] (robot_scheduling_actions) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_actions/include/robot_scheduling_actions/robot_scheduling_parameter.h\n'}
[4.568659] (robot_scheduling_actions) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_actions/include/robot_scheduling_actions/private_actions\n'}
[4.568734] (robot_scheduling_actions) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_actions/include/robot_scheduling_actions/private_actions/robot_if_params_action.h\n'}
[4.568809] (robot_scheduling_actions) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_actions/include/robot_scheduling_actions/private_actions/robot_if_process_action.h\n'}
[4.568883] (robot_scheduling_actions) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_actions/include/robot_scheduling_actions/private_actions/robot_power_charge_action.h\n'}
[4.568969] (robot_scheduling_actions) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_actions/include/robot_scheduling_actions/private_actions/robot_command_action.h\n'}
[4.569043] (robot_scheduling_actions) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_actions/include/robot_scheduling_actions/private_actions/interrupt_info_action.h\n'}
[4.569118] (robot_scheduling_actions) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_actions/include/robot_scheduling_actions/private_actions/robot_run_state_action.h\n'}
[4.569192] (robot_scheduling_actions) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_actions/include/robot_scheduling_actions/robot_scheduling_actions.h\n'}
[4.569265] (robot_scheduling_actions) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_actions/include/robot_scheduling_actions/robot_scheduling_service.h\n'}
[4.569337] (robot_scheduling_actions) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_actions/include/robot_scheduling_actions\n'}
[4.569411] (robot_scheduling_actions) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_actions/include/robot_scheduling_actions/scheduling_params.yaml\n'}
[4.571150] (robot_scheduling_actions) CommandEnded: {'returncode': 0}
[4.595640] (robot_scheduling_actions) JobEnded: {'identifier': 'robot_scheduling_actions', 'rc': 0}
[4.596834] (-) EventReactorShutdown: {}
